Card,Date,Month,Time,Time Period,Amount,Amount_Range,Use Chip,Merchant Type,Merchant State_grouped,MCC_Category,Error_Group,Is Fraud?
3,2004-12-09,12,13:20,Open Hours,12.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2004-12-10,12,06:06,Morning,135.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2004-12-10,12,13:19,Open Hours,11.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2004-12-12,12,06:23,Morning,118.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2004-12-12,12,06:58,Morning,31.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2004-12-13,12,06:15,Morning,170.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2004-12-13,12,15:16,Open Hours,804.0,More than 200,Swipe Transaction,in-person,USA CA,"Airlines, Hotels and Lodging, Car Rentals, and Travel-Related Services",No Error,No
3,2004-12-14,12,20:09,Evening,59.0,0-200,Swipe Transaction,in-person,USA CA,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
3,2004-12-14,12,21:01,Evening,159.0,0-200,Swipe Transaction,in-person,USA CA,"Airlines, Hotels and Lodging, Car Rentals, and Travel-Related Services",No Error,No
3,2004-12-15,12,06:20,Morning,139.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2004-12-15,12,13:11,Open Hours,10.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2004-12-15,12,19:17,Evening,75.0,0-200,Swipe Transaction,in-person,USA CA,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
3,2004-12-18,12,06:16,Morning,176.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2004-12-18,12,20:54,Evening,64.0,0-200,Swipe Transaction,in-person,USA CA,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
3,2004-12-19,12,06:26,Morning,120.0,0-200,Swipe Transaction,in-person,USA CA,Miscellaneous Services and Utilities,No Error,No
3,2004-12-19,12,06:32,Morning,48.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2004-12-20,12,06:08,Morning,117.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,Insufficient Balance,No
3,2004-12-20,12,06:10,Morning,115.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2004-12-20,12,20:27,Evening,77.0,0-200,Swipe Transaction,in-person,USA CA,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
3,2004-12-21,12,06:26,Morning,124.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2004-12-21,12,06:33,Morning,134.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2004-12-22,12,06:07,Morning,170.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2004-12-22,12,06:50,Morning,33.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2004-12-25,12,06:28,Morning,87.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2004-12-26,12,06:09,Morning,173.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2004-12-26,12,06:30,Morning,37.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2004-12-27,12,20:12,Evening,87.0,0-200,Swipe Transaction,in-person,USA CA,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
3,2004-12-28,12,05:39,Night,138.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2004-12-28,12,06:18,Morning,180.0,0-200,Swipe Transaction,in-person,USA CA,Miscellaneous Services and Utilities,No Error,No
3,2004-12-28,12,07:15,Morning,39.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2004-12-28,12,16:30,Open Hours,28.0,0-200,Swipe Transaction,in-person,USA CA,Miscellaneous Services and Utilities,No Error,No
3,2004-12-29,12,05:20,Night,120.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2004-12-29,12,05:48,Night,102.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2004-12-29,12,06:03,Morning,152.0,0-200,Online Transaction,online,Online,Retail and Wholesale Stores,No Error,No
3,2004-12-29,12,06:22,Morning,162.0,0-200,Online Transaction,online,Online,Retail and Wholesale Stores,Bad Card Information,No
3,2004-12-29,12,13:18,Open Hours,158.0,0-200,Swipe Transaction,in-person,USA CA,Miscellaneous Services and Utilities,No Error,No
3,2004-12-30,12,06:09,Morning,95.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-01-01,1,20:19,Evening,85.0,0-200,Swipe Transaction,in-person,USA CA,"Restaurants, Bars, and Other Food and Beverage Establishments",Insufficient Balance,No
3,2005-01-02,1,06:15,Morning,128.0,0-200,Swipe Transaction,in-person,USA CA,Online Shopping,No Error,No
3,2005-01-03,1,05:53,Night,43.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-01-03,1,12:45,Open Hours,12.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-01-04,1,06:15,Morning,92.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-01-04,1,11:44,Open Hours,31.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-01-05,1,06:59,Morning,39.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-01-05,1,16:23,Open Hours,13.0,0-200,Online Transaction,online,Online,Miscellaneous Services and Utilities,No Error,No
3,2005-01-06,1,14:23,Open Hours,64.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-01-06,1,20:11,Evening,242.0,More than 200,Online Transaction,online,Online,Miscellaneous Services and Utilities,No Error,No
3,2005-01-07,1,05:29,Night,120.0,0-200,Swipe Transaction,in-person,USA CA,Miscellaneous Services and Utilities,No Error,No
3,2005-01-07,1,06:15,Morning,120.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-01-07,1,06:27,Morning,122.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,Insufficient Balance,No
3,2005-01-08,1,20:52,Evening,200.0,0-200,Online Transaction,online,Online,Miscellaneous Services and Utilities,No Error,No
3,2005-01-09,1,05:47,Night,160.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-01-09,1,06:20,Morning,127.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-01-09,1,06:51,Morning,31.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-01-10,1,06:15,Morning,131.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-01-10,1,13:44,Open Hours,80.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-01-11,1,20:40,Evening,54.0,0-200,Online Transaction,online,Online,Miscellaneous Services and Utilities,No Error,No
3,2005-01-12,1,06:00,Morning,135.0,0-200,Online Transaction,online,Online,Retail and Wholesale Stores,No Error,No
3,2005-01-12,1,09:41,Open Hours,59.0,0-200,Swipe Transaction,in-person,USA CA,Miscellaneous Services and Utilities,No Error,No
3,2005-01-12,1,11:46,Open Hours,2.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-01-12,1,12:19,Open Hours,11.0,0-200,Swipe Transaction,in-person,USA CA,Online Shopping,No Error,No
3,2005-01-12,1,13:09,Open Hours,172.0,0-200,Swipe Transaction,in-person,USA CA,Miscellaneous Services and Utilities,No Error,No
3,2005-01-12,1,19:50,Evening,242.0,More than 200,Online Transaction,online,Online,Miscellaneous Services and Utilities,No Error,No
3,2005-01-13,1,19:41,Evening,710.0,More than 200,Swipe Transaction,in-person,USA CA,"Airlines, Hotels and Lodging, Car Rentals, and Travel-Related Services",No Error,No
3,2005-01-13,1,20:49,Evening,43.0,0-200,Online Transaction,online,Online,Personal Care Services and Products,No Error,No
3,2005-01-14,1,06:42,Morning,42.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-01-14,1,23:01,Night,127.0,0-200,Swipe Transaction,in-person,US not CA,"Airlines, Hotels and Lodging, Car Rentals, and Travel-Related Services",No Error,No
3,2005-01-15,1,09:42,Open Hours,64.0,0-200,Swipe Transaction,in-person,US not CA,Miscellaneous Services and Utilities,No Error,No
3,2005-01-15,1,13:22,Open Hours,21.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-01-15,1,20:15,Evening,60.0,0-200,Swipe Transaction,in-person,US not CA,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
3,2005-01-16,1,11:36,Open Hours,-127.0,Less than Zero,Swipe Transaction,in-person,US not CA,"Airlines, Hotels and Lodging, Car Rentals, and Travel-Related Services",No Error,No
3,2005-01-16,1,11:41,Open Hours,133.0,0-200,Swipe Transaction,in-person,US not CA,"Airlines, Hotels and Lodging, Car Rentals, and Travel-Related Services",No Error,No
3,2005-01-16,1,20:07,Evening,76.0,0-200,Swipe Transaction,in-person,USA CA,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
3,2005-01-18,1,06:59,Morning,30.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-01-18,1,09:37,Open Hours,57.0,0-200,Swipe Transaction,in-person,USA CA,Miscellaneous Services and Utilities,No Error,No
3,2005-01-19,1,06:15,Morning,95.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-01-19,1,06:15,Morning,52.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-01-19,1,13:56,Open Hours,246.0,More than 200,Online Transaction,online,Online,"Airlines, Hotels and Lodging, Car Rentals, and Travel-Related Services",No Error,No
3,2005-01-20,1,13:17,Open Hours,181.0,0-200,Swipe Transaction,in-person,US not CA,Miscellaneous Services and Utilities,No Error,No
3,2005-01-21,1,06:14,Morning,91.0,0-200,Swipe Transaction,in-person,US not CA,Retail and Wholesale Stores,No Error,No
3,2005-01-22,1,12:41,Open Hours,179.0,0-200,Online Transaction,online,Online,"Airlines, Hotels and Lodging, Car Rentals, and Travel-Related Services",No Error,No
3,2005-01-22,1,12:59,Open Hours,-246.0,Less than Zero,Online Transaction,online,Online,"Airlines, Hotels and Lodging, Car Rentals, and Travel-Related Services",No Error,No
3,2005-01-22,1,20:08,Evening,95.0,0-200,Swipe Transaction,in-person,USA CA,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
3,2005-01-23,1,10:37,Open Hours,24.0,0-200,Swipe Transaction,in-person,USA CA,Personal Care Services and Products,No Error,No
3,2005-01-24,1,06:18,Morning,132.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-01-25,1,06:15,Morning,147.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-01-25,1,07:26,Morning,844.0,More than 200,Swipe Transaction,in-person,USA CA,"Airlines, Hotels and Lodging, Car Rentals, and Travel-Related Services",No Error,No
3,2005-01-25,1,09:51,Open Hours,70.0,0-200,Swipe Transaction,in-person,USA CA,Miscellaneous Services and Utilities,No Error,No
3,2005-01-25,1,13:27,Open Hours,86.0,0-200,Swipe Transaction,in-person,USA CA,Miscellaneous Services and Utilities,No Error,No
3,2005-01-26,1,06:39,Morning,43.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-01-27,1,07:30,Morning,44.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-01-28,1,06:03,Morning,70.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-01-29,1,06:06,Morning,105.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-01-29,1,07:07,Morning,18.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-01-29,1,07:27,Morning,160.0,0-200,Swipe Transaction,in-person,USA CA,Miscellaneous Services and Utilities,No Error,No
3,2005-01-30,1,06:09,Morning,123.0,0-200,Online Transaction,online,Online,Retail and Wholesale Stores,No Error,No
3,2005-01-31,1,06:14,Morning,123.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-01-31,1,06:38,Morning,29.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-02-02,2,06:25,Morning,103.0,0-200,Swipe Transaction,in-person,Outside US,Retail and Wholesale Stores,No Error,No
3,2005-02-02,2,20:17,Evening,76.0,0-200,Swipe Transaction,in-person,Outside US,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
3,2005-02-04,2,06:47,Morning,179.0,0-200,Swipe Transaction,in-person,Outside US,Retail and Wholesale Stores,No Error,No
3,2005-02-04,2,13:40,Open Hours,11.0,0-200,Swipe Transaction,in-person,Outside US,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
3,2005-02-04,2,20:15,Evening,70.0,0-200,Swipe Transaction,in-person,Outside US,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
3,2005-02-05,2,07:03,Morning,39.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-02-07,2,06:28,Morning,116.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-02-07,2,06:50,Morning,85.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-02-07,2,07:19,Morning,24.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-02-10,2,06:18,Morning,146.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-02-10,2,06:59,Morning,45.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-02-10,2,20:09,Evening,169.0,0-200,Swipe Transaction,in-person,USA CA,Miscellaneous Services and Utilities,No Error,No
3,2005-02-11,2,06:26,Morning,105.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-02-11,2,12:00,Open Hours,75.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-02-11,2,12:09,Open Hours,-75.0,Less than Zero,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-02-11,2,12:14,Open Hours,55.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-02-11,2,13:10,Open Hours,162.0,0-200,Swipe Transaction,in-person,USA CA,"Airlines, Hotels and Lodging, Car Rentals, and Travel-Related Services",No Error,No
3,2005-02-13,2,06:17,Morning,153.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-02-13,2,09:50,Open Hours,165.0,0-200,Swipe Transaction,in-person,USA CA,Miscellaneous Services and Utilities,No Error,No
3,2005-02-14,2,06:18,Morning,122.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,Insufficient Balance,No
3,2005-02-16,2,06:20,Morning,125.0,0-200,Swipe Transaction,in-person,USA CA,Online Shopping,No Error,No
3,2005-02-17,2,06:05,Morning,157.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-02-18,2,06:28,Morning,28.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-02-18,2,21:46,Evening,22.0,0-200,Swipe Transaction,in-person,USA CA,"Entertainment, Leisure, and Recreation",No Error,No
3,2005-02-20,2,20:09,Evening,40.0,0-200,Swipe Transaction,in-person,USA CA,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
3,2005-02-22,2,06:48,Morning,21.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-02-22,2,09:49,Open Hours,665.0,More than 200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-02-23,2,06:40,Morning,29.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-02-24,2,06:25,Morning,89.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-02-25,2,06:33,Morning,28.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-02-26,2,06:14,Morning,155.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-02-27,2,06:28,Morning,165.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-02-28,2,05:12,Night,99.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-02-28,2,06:22,Morning,44.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-02-28,2,06:59,Morning,36.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-02-28,2,18:59,Evening,155.0,0-200,Swipe Transaction,in-person,USA CA,"Airlines, Hotels and Lodging, Car Rentals, and Travel-Related Services",No Error,No
3,2005-03-01,3,20:14,Evening,74.0,0-200,Swipe Transaction,in-person,USA CA,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
3,2005-03-02,3,09:10,Open Hours,157.0,0-200,Swipe Transaction,in-person,USA CA,Miscellaneous Services and Utilities,No Error,No
3,2005-03-05,3,06:23,Morning,-155.0,Less than Zero,Swipe Transaction,in-person,USA CA,"Airlines, Hotels and Lodging, Car Rentals, and Travel-Related Services",No Error,No
3,2005-03-05,3,06:23,Morning,157.0,0-200,Swipe Transaction,in-person,USA CA,"Airlines, Hotels and Lodging, Car Rentals, and Travel-Related Services",No Error,No
3,2005-03-05,3,06:29,Morning,166.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-03-05,3,20:23,Evening,157.0,0-200,Online Transaction,online,Online,Miscellaneous Services and Utilities,No Error,No
3,2005-03-06,3,05:14,Night,133.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-03-06,3,20:23,Evening,76.0,0-200,Swipe Transaction,in-person,USA CA,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
3,2005-03-08,3,06:55,Morning,124.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-03-08,3,06:58,Morning,116.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,Insufficient Balance,No
3,2005-03-08,3,13:47,Open Hours,56.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-03-08,3,15:36,Open Hours,1243.0,More than 200,Swipe Transaction,in-person,USA CA,"Airlines, Hotels and Lodging, Car Rentals, and Travel-Related Services",No Error,No
3,2005-03-09,3,06:28,Morning,118.0,0-200,Swipe Transaction,in-person,USA CA,Online Shopping,No Error,No
3,2005-03-09,3,09:31,Open Hours,85.0,0-200,Swipe Transaction,in-person,USA CA,Miscellaneous Services and Utilities,No Error,No
3,2005-03-09,3,13:00,Open Hours,57.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-03-09,3,13:14,Open Hours,-85.0,Less than Zero,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-03-09,3,13:15,Open Hours,85.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-03-10,3,10:49,Open Hours,24.0,0-200,Swipe Transaction,in-person,USA CA,Personal Care Services and Products,No Error,No
3,2005-03-11,3,06:13,Morning,122.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,Insufficient Balance,No
3,2005-03-11,3,06:35,Morning,28.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-03-11,3,11:55,Open Hours,2.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-03-12,3,05:47,Night,111.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-03-12,3,06:17,Morning,147.0,0-200,Swipe Transaction,in-person,USA CA,Online Shopping,No Error,No
3,2005-03-13,3,06:03,Morning,136.0,0-200,Swipe Transaction,in-person,USA CA,Online Shopping,No Error,No
3,2005-03-13,3,09:32,Open Hours,149.0,0-200,Swipe Transaction,in-person,USA CA,Miscellaneous Services and Utilities,No Error,No
3,2005-03-16,3,06:10,Morning,132.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-03-16,3,06:37,Morning,39.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-03-17,3,07:47,Morning,835.0,More than 200,Online Transaction,online,Online,"Airlines, Hotels and Lodging, Car Rentals, and Travel-Related Services",No Error,No
3,2005-03-17,3,13:10,Open Hours,12.0,0-200,Swipe Transaction,in-person,USA CA,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
3,2005-03-18,3,06:24,Morning,114.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-03-18,3,20:18,Evening,92.0,0-200,Swipe Transaction,in-person,USA CA,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
3,2005-03-22,3,06:54,Morning,170.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-03-22,3,13:17,Open Hours,144.0,0-200,Swipe Transaction,in-person,USA CA,Miscellaneous Services and Utilities,No Error,No
3,2005-03-25,3,06:01,Morning,157.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-03-25,3,06:14,Morning,122.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,Insufficient Balance,No
3,2005-03-25,3,08:26,Morning,51.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-03-25,3,22:25,Night,160.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-03-26,3,06:07,Morning,106.0,0-200,Online Transaction,online,Online,Retail and Wholesale Stores,No Error,No
3,2005-03-26,3,10:33,Open Hours,158.0,0-200,Swipe Transaction,in-person,USA CA,Online Shopping,No Error,No
3,2005-03-26,3,14:50,Open Hours,122.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-03-28,3,20:10,Evening,73.0,0-200,Swipe Transaction,in-person,US not CA,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
3,2005-03-30,3,13:17,Open Hours,11.0,0-200,Swipe Transaction,in-person,US not CA,Retail and Wholesale Stores,No Error,No
3,2005-03-31,3,06:47,Morning,33.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-04-01,4,06:12,Morning,133.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-04-02,4,20:16,Evening,124.0,0-200,Swipe Transaction,in-person,USA CA,Miscellaneous Services and Utilities,No Error,No
3,2005-04-03,4,13:58,Open Hours,79.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-04-03,4,22:15,Night,163.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-04-06,4,06:31,Morning,49.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-04-08,4,13:18,Open Hours,57.0,0-200,Swipe Transaction,in-person,USA CA,Online Shopping,No Error,No
3,2005-04-08,4,13:19,Open Hours,85.0,0-200,Swipe Transaction,in-person,USA CA,Online Shopping,No Error,No
3,2005-04-08,4,13:26,Open Hours,-85.0,Less than Zero,Swipe Transaction,in-person,USA CA,Online Shopping,No Error,No
3,2005-04-08,4,19:01,Evening,249.0,More than 200,Swipe Transaction,in-person,USA CA,Miscellaneous Services and Utilities,No Error,No
3,2005-04-10,4,06:14,Morning,127.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-04-11,4,07:04,Morning,124.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-04-12,4,20:20,Evening,151.0,0-200,Swipe Transaction,in-person,USA CA,Miscellaneous Services and Utilities,No Error,No
3,2005-04-13,4,06:23,Morning,149.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-04-13,4,06:52,Morning,21.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,Insufficient Balance,No
3,2005-04-13,4,13:20,Open Hours,11.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-04-14,4,06:09,Morning,133.0,0-200,Swipe Transaction,in-person,USA CA,Online Shopping,No Error,No
3,2005-04-14,4,06:23,Morning,114.0,0-200,Swipe Transaction,in-person,USA CA,Online Shopping,Insufficient Balance,No
3,2005-04-14,4,06:38,Morning,57.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-04-14,4,11:38,Open Hours,2.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-04-14,4,20:14,Evening,81.0,0-200,Swipe Transaction,in-person,USA CA,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
3,2005-04-16,4,06:17,Morning,92.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-04-17,4,13:11,Open Hours,120.0,0-200,Swipe Transaction,in-person,USA CA,Miscellaneous Services and Utilities,No Error,No
3,2005-04-19,4,06:21,Morning,131.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-04-20,4,06:25,Morning,174.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-04-22,4,06:24,Morning,89.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-04-22,4,06:37,Morning,22.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-04-22,4,13:20,Open Hours,10.0,0-200,Swipe Transaction,in-person,USA CA,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
3,2005-04-24,4,06:15,Morning,137.0,0-200,Swipe Transaction,in-person,USA CA,Online Shopping,No Error,No
3,2005-04-28,4,06:30,Morning,39.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2005-04-29,4,06:11,Morning,140.0,0-200,Swipe Transaction,in-person,USA CA,Miscellaneous Services and Utilities,No Error,No
